CLASS0:abl+0.0661764705882353 altern+0.060758513931888546 captur+0.10487616099071208 comparison+0.0770123839009288 element+0.9864551083591331 pattern+0.08359133126934984 respons+0.09636222910216719 sequenc+0.06811145510835913 stellar+0.06153250773993808 vari+0.06269349845201239 variat+0.08707430340557276 whose+0.08707430340557276 zero+0.032507739938080496 after+0.05843653250773994 band+0.025541795665634675 complet+0.081656346749226 electron+0.08591331269349846 emiss+0.03212074303405573 evid+0.03560371517027864 fast+0.045278637770897835 ii+0.06888544891640867 light+0.07585139318885449 loss+0.04643962848297214 maximum+0.05379256965944272 optic+0.05495356037151703 presenc+0.06927244582043343 spectra+0.06191950464396285 spectral+0.08784829721362229 veloc+0.07352941176470588 assum+0.06927244582043343 core+0.05959752321981424 degre+0.09636222910216719 domin+0.058823529411764705 edg+0.04721362229102167 explain+0.05804953560371517 input+0.08939628482972137 ray+0.026702786377708978 rotat+0.050696594427244585 shape+0.07856037151702787 symmetri+0.0456656346749226 domain+0.09713622291021672 fulli+0.07198142414860681 individu+0.060758513931888546 less+0.06927244582043343 massiv+0.047987616099071206 play+0.053405572755417956 resolut+0.08475232198142414 role+0.07198142414860681 scenario+0.062306501547987614 should+0.047987616099071206 analyt+0.0696594427244582 central+0.03212074303405573 constant+0.07585139318885449 decreas+0.04992260061919505 help+0.03444272445820434 much+0.06269349845201239 occur+0.06385448916408669 often+0.0708204334365325 orbit+0.06037151702786378 account+0.07391640866873066 collect+0.0576625386996904 equival+0.0673374613003096 establish+0.0901702786377709 fit+0.0445046439628483 gas+0.045278637770897835 induc+0.06153250773993808 interpret+0.04953560371517028 key+0.07159442724458204 magnitud+0.0445046439628483 materi+0.14047987616099072 period+0.04992260061919505 product+0.09442724458204334 relev+0.07585139318885449 spectrum+0.04373065015479876 still+0.0576625386996904 target+0.05185758513931889 variabl+0.09055727554179567 al+0.06269349845201239 among+0.07623839009287926 enhanc+0.07120743034055728 reach+0.04024767801857585 us+0.07623839009287926 confirm+0.056888544891640865 constrain+0.0456656346749226 ground+0.046052631578947366 matter+0.03212074303405573 part+0.08359133126934984 probabl+0.07739938080495357 self+0.04411764705882353 support+0.08630030959752322 tool+0.07314241486068111 affect+0.050696594427244585 becaus+0.07352941176470588 cannot+0.04218266253869969 cluster+0.04063467492260062 conduct+0.05185758513931889 few+0.0576625386996904 full+0.07856037151702787 furthermor+0.06811145510835913 infer+0.050696594427244585 involv+0.08784829721362229 shown+0.08630030959752322 therefor+0.06385448916408669 thermal+0.05185758513931889 would+0.05030959752321981 year+0.04489164086687306 capabl+0.05959752321981424 futur+0.0770123839009288 mode+0.05224458204334365 open+0.08823529411764706 signal+0.07391640866873066 step+0.08126934984520123 strategi+0.05804953560371517 survey+0.0348297213622291 toward+0.06153250773993808 valid+0.08630030959752322 radiat+0.032507739938080496 spin+0.0456656346749226 transfer+0.05843653250773994 distanc+0.0576625386996904 four+0.05804953560371517 nois+0.048761609907120744 contain+0.08784829721362229 emerg+0.056114551083591334 univers+0.0576625386996904 boundari+0.09442724458204334 caus+0.0468266253869969 common+0.07623839009287926 contrast+0.06308049535603716 critic+0.05998452012383901 free+0.05804953560371517 gap+0.04643962848297214 impli+0.05843653250773994 reveal+0.07043343653250773 precis+0.0804953560371517 separ+0.07739938080495357 yield+0.06695046439628483 appear+0.06462848297213622 be+0.07004643962848298 channel+0.06037151702786378 layer+0.07275541795665634 locat+0.05379256965944272 magnet+0.06462848297213622 spatial+0.08784829721362229 wave+0.0576625386996904 assumpt+0.0565015479876161 code+0.06153250773993808 converg+0.06540247678018576 impact+0.07352941176470588 environ+0.05263157894736842 frequenc+0.06424148606811146 major+0.05030959752321981 correct+0.05921052631578947 galaxi+0.012770897832817337 total+0.05959752321981424 although+0.05185758513931889 detail+0.08939628482972137 qualiti+0.04760061919504644 whether+0.041408668730650154 art+0.0468266253869969 context+0.07236842105263158 employ+0.08126934984520123 larger+0.05456656346749226 rm+0.034055727554179564 sim+0.04643962848297214 suffici+0.051470588235294115 typic+0.07507739938080496 around+0.043343653250773995 fraction+0.05572755417956656 name+0.06346749226006192 report+0.05843653250773994 search+0.04643962848297214 select+0.08204334365325078 popul+0.030959752321981424 explicit+0.07739938080495357 util+0.050696594427244585 driven+0.04992260061919505 robust+0.07236842105263158 weak+0.0696594427244582 far+0.04760061919504644 goal+0.051470588235294115 sinc+0.06578947368421052 perturb+0.04295665634674923 continu+0.08978328173374613 match+0.04721362229102167 refer+0.06695046439628483 analys+0.050696594427244585 moreov+0.07856037151702787 adapt+0.06888544891640867 aris+0.051470588235294115 end+0.06540247678018576 knowledg+0.04024767801857585 area+0.04837461300309598 classif+0.03134674922600619 group+0.09791021671826626 doe+0.0804953560371517 express+0.051470588235294115 formul+0.10487616099071208 literatur+0.0673374613003096 log+0.05379256965944272 sensit+0.05495356037151703 certain+0.07352941176470588 exhibit+0.05843653250773994 either+0.06578947368421052 cross+0.04179566563467492 question+0.05108359133126935 finit+0.26160990712074306 fix+0.07352941176470588 across+0.05804953560371517 best+0.035990712074303405 success+0.05185758513931889 systemat+0.047987616099071206 address+0.06540247678018576 build+0.07236842105263158 vector+0.07546439628482972 fundament+0.06772445820433437 project+0.04953560371517028 exact+0.0696594427244582 scheme+0.11803405572755418 weight+0.0456656346749226 along+0.05843653250773994 dimens+0.08436532507739938 cost+0.08939628482972137 flow+0.10178018575851393 good+0.0456656346749226 matrix+0.13777089783281735 particl+0.07120743034055728 least+0.04721362229102167 minim+0.0684984520123839 behavior+0.0924922600619195 global+0.05572755417956656 abov+0.05224458204334365 regim+0.0576625386996904 uniqu+0.0445046439628483 access+0.050696594427244585 simultan+0.043343653250773995 pair+0.048761609907120744 world+0.03521671826625387 reli+0.056114551083591334 extract+0.048761609907120744 issu+0.04179566563467492 practic+0.08320433436532508 transform+0.0793343653250774 neural+0.07120743034055728 user+0.0576625386996904 exploit+0.055340557275541796 communic+0.06269349845201239 machin+0.060758513931888546 represent+0.0890092879256966 graph+0.05263157894736842 
CLASS1:account+0.08330275229357798 along+0.931743119266055 analys+0.08844036697247706 caus+0.11045871559633028 four+0.07779816513761467 full+0.08807339449541285 global+0.10458715596330276 help+0.06091743119266055 literatur+0.07302752293577981 log+0.04513761467889908 magnitud+0.06385321100917431 precis+0.09247706422018348 stellar+0.04990825688073394 systemat+0.07889908256880734 valid+0.09651376146788991 vari+0.12330275229357798 area+0.06642201834862385 band+0.026055045871559632 degre+0.06458715596330275 exhibit+0.07853211009174312 explain+0.06605504587155964 magnet+0.12660550458715597 moreov+0.08403669724770642 spatial+0.11376146788990826 therefor+0.06972477064220184 total+0.052110091743119265 toward+0.10091743119266056 us+0.08110091743119266 variat+0.13908256880733946 would+0.06862385321100918 altern+0.047706422018348627 becaus+0.06642201834862385 contrast+0.06128440366972477 emiss+0.05651376146788991 employ+0.06495412844036698 extract+0.06128440366972477 impact+0.06091743119266055 individu+0.06128440366972477 input+0.07119266055045871 much+0.05944954128440367 part+0.09871559633027523 refer+0.05467889908256881 self+0.07376146788990826 should+0.048807339449541284 wave+0.0818348623853211 critic+0.07743119266055046 decreas+0.06458715596330275 project+0.057247706422018346 util+0.05651376146788991 veloc+0.09908256880733946 around+0.08623853211009175 assum+0.06605504587155964 certain+0.06091743119266055 channel+0.053577981651376144 code+0.05761467889908257 comparison+0.053944954128440366 cross+0.05944954128440367 emerg+0.08220183486238532 frequenc+0.08477064220183486 popul+0.0418348623853211 sim+0.05614678899082569 thermal+0.05761467889908257 weight+0.04697247706422018 zero+0.01798165137614679 confirm+0.07339449541284404 evid+0.052477064220183486 mode+0.0708256880733945 product+0.06201834862385321 robust+0.07302752293577981 signal+0.07706422018348624 sinc+0.06568807339449541 spectrum+0.05871559633027523 support+0.07596330275229357 survey+0.04807339449541284 univers+0.052477064220183486 continu+0.10238532110091743 fast+0.062385321100917435 flow+0.11119266055045872 furthermor+0.07302752293577981 ii+0.06091743119266055 infer+0.05431192660550459 match+0.05981651376146789 probabl+0.0671559633027523 reveal+0.10752293577981652 shape+0.07009174311926605 core+0.03853211009174312 resolut+0.08440366972477065 separ+0.08293577981651376 spectral+0.0726605504587156 boundari+0.08293577981651376 constant+0.10715596330275229 fraction+0.04440366972477064 galaxi+0.025321100917431193 less+0.06311926605504588 occur+0.0781651376146789 particl+0.09100917431192661 ray+0.05467889908256881 transfer+0.05174311926605504 year+0.07229357798165138 across+0.07339449541284404 address+0.06972477064220184 detail+0.08477064220183486 electron+0.07339449541284404 few+0.06642201834862385 futur+0.08 locat+0.08110091743119266 nois+0.05284403669724771 symmetri+0.06862385321100918 whether+0.0381651376146789 al+0.050642201834862385 although+0.049174311926605506 assumpt+0.048807339449541284 behavior+0.08770642201834862 issu+0.05321100917431193 matter+0.04807339449541284 perturb+0.057247706422018346 question+0.04513761467889908 suffici+0.047706422018348627 play+0.04807339449541284 presenc+0.0855045871559633 role+0.0781651376146789 rotat+0.06972477064220184 variabl+0.07522935779816514 far+0.04807339449541284 goal+0.04954128440366973 orbit+0.0653211009174312 cluster+0.045871559633027525 common+0.05688073394495413 correct+0.047339449541284405 driven+0.0708256880733945 scheme+0.07229357798165138 weak+0.06458715596330275 appear+0.07376146788990826 complet+0.08256880733944955 domin+0.05908256880733945 impli+0.05944954128440367 major+0.05908256880733945 maximum+0.055412844036697245 spectra+0.055412844036697245 be+0.07559633027522936 collect+0.0653211009174312 distanc+0.09614678899082568 fit+0.06201834862385321 formul+0.0671559633027523 larger+0.05981651376146789 loss+0.047706422018348627 materi+0.07302752293577981 period+0.0763302752293578 radiat+0.04256880733944954 select+0.060550458715596334 finit+0.08036697247706422 gap+0.04954128440366973 light+0.06678899082568808 open+0.0708256880733945 adapt+0.05981651376146789 analyt+0.07596330275229357 context+0.08440366972477065 optic+0.06018348623853211 pattern+0.07045871559633028 practic+0.06091743119266055 respons+0.06972477064220184 sensit+0.05651376146788991 cannot+0.04220183486238532 least+0.04697247706422018 massiv+0.032293577981651375 sequenc+0.06348623853211009 equival+0.049174311926605506 good+0.053577981651376144 interpret+0.0708256880733945 scenario+0.07045871559633028 transform+0.06165137614678899 enhanc+0.07009174311926605 explicit+0.053577981651376144 after+0.07119266055045871 constrain+0.04954128440366973 domain+0.08880733944954128 fundament+0.06275229357798165 success+0.05174311926605504 among+0.06678899082568808 aris+0.05761467889908257 either+0.05834862385321101 typic+0.06311926605504588 central+0.029724770642201834 contain+0.0744954128440367 whose+0.045871559633027525 affect+0.07009174311926605 environ+0.05981651376146789 minim+0.06678899082568808 tool+0.08110091743119266 end+0.07155963302752294 shown+0.09467889908256881 access+0.04513761467889908 gas+0.045504587155963304 report+0.0653211009174312 step+0.07302752293577981 edg+0.06862385321100918 ground+0.055412844036697245 induc+0.09321100917431192 name+0.060550458715596334 spin+0.07229357798165138 build+0.05577981651376147 regim+0.06348623853211009 involv+0.08220183486238532 reach+0.060550458715596334 abl+0.050642201834862385 establish+0.0873394495412844 rm+0.0436697247706422 target+0.05981651376146789 qualiti+0.05431192660550459 relev+0.07412844036697248 simultan+0.05908256880733945 uniqu+0.050642201834862385 doe+0.05798165137614679 often+0.06165137614678899 search+0.053577981651376144 pair+0.05981651376146789 abov+0.05688073394495413 exact+0.05431192660550459 still+0.05577981651376147 element+0.02165137614678899 key+0.04220183486238532 classif+0.044036697247706424 yield+0.0653211009174312 layer+0.08403669724770642 knowledg+0.05100917431192661 free+0.03853211009174312 reli+0.045871559633027525 fulli+0.05577981651376147 dimens+0.0855045871559633 group+0.08256880733944955 vector+0.05761467889908257 capabl+0.055412844036697245 conduct+0.06788990825688074 exploit+0.05467889908256881 fix+0.0653211009174312 machin+0.05981651376146789 user+0.05284403669724771 converg+0.06825688073394495 neural+0.07743119266055046 express+0.05761467889908257 cost+0.05944954128440367 best+0.023853211009174313 strategi+0.05651376146788991 represent+0.06752293577981651 art+0.052477064220183486 captur+0.06165137614678899 world+0.05321100917431193 matrix+0.04697247706422018 communic+0.03706422018348624 graph+0.04477064220183486 
CLASS10:although+0.13484602917341978 appear+0.27455429497568884 central+0.028849270664505672 code+0.10048622366288493 contrast+0.12641815235008103 emerg+0.12155591572123177 emiss+0.33484602917341977 enhanc+0.2165316045380875 equival+0.06353322528363047 fraction+0.16564019448946515 galaxi+0.08784440842787683 gas+0.2700162074554295 impact+0.14619124797406807 input+0.08103727714748785 optic+0.23598055105348462 radiat+0.1708265802269044 shape+0.12058346839546191 still+0.12479740680713128 transfer+0.12317666126418152 veloc+0.4194489465153971 affect+0.06547811993517018 after+0.09141004862236629 al+0.038249594813614264 aris+0.0586709886547812 infer+0.0580226904376013 sim+0.1173419773095624 thermal+0.08233387358184766 typic+0.0952998379254457 around+0.0946515397082658 band+0.01880064829821718 build+0.035980551053484605 confirm+0.08816855753646677 correct+0.017828200972447326 detail+0.09724473257698542 evid+0.08168557536466775 exhibit+0.0927066450567261 impli+0.06223662884927066 larger+0.10016207455429497 light+0.12512155591572124 locat+0.08881685575364667 reach+0.07909238249594813 search+0.039546191247974066 account+0.06742301458670989 assum+0.06807131280388978 cluster+0.05834683954619125 converg+0.029497568881685577 distanc+0.08816855753646677 good+0.05737439222042139 match+0.04959481361426256 matter+0.060291734197730956 reveal+0.11215559157212318 rotat+0.10891410048622366 scenario+0.08298217179902755 weak+0.11280388978930309 yield+0.0706645056726094 constant+0.07196110210696921 contain+0.07228525121555916 decreas+0.09076175040518639 ground+0.05089141004862237 ii+0.07293354943273905 part+0.08946515397082658 popul+0.06482982171799027 simultan+0.05121555915721232 spatial+0.12350081037277147 spectra+0.1286871961102107 spectral+0.12382495948136142 variat+0.08557536466774716 be+0.06288492706645056 caus+0.08492706645056726 core+0.07909238249594813 domin+0.10567260940032415 driven+0.10048622366288493 either+0.0586709886547812 explain+0.1059967585089141 presenc+0.11280388978930309 separ+0.07487844408427877 toward+0.10210696920583469 whether+0.036952998379254455 abl+0.04473257698541329 cannot+0.05705024311183144 comparison+0.06288492706645056 complet+0.06385737439222042 fit+0.06353322528363047 individu+0.05640194489465154 far+0.06223662884927066 induc+0.08265802269043761 least+0.03792544570502431 magnet+0.15721231766612642 magnitud+0.07423014586709886 materi+0.08881685575364667 particl+0.11896272285251215 ray+0.09367909238249594 report+0.09238249594813615 issu+0.02852512155591572 major+0.05251215559157212 massiv+0.06191247974068071 probabl+0.05672609400324149 resolut+0.14392220421393842 stellar+0.07747163695299839 support+0.07228525121555916 year+0.05316045380875203 context+0.06061588330632091 establish+0.0586709886547812 frequenc+0.08914100486223663 minim+0.039546191247974066 occur+0.08752025931928688 orbit+0.06288492706645056 pattern+0.05186385737439222 period+0.06547811993517018 should+0.04927066450567261 best+0.00907617504051864 fulli+0.06061588330632091 sensit+0.0713128038897893 therefor+0.07617504051863858 tool+0.04051863857374392 univers+0.05834683954619125 us+0.07844408427876823 critic+0.07617504051863858 group+0.06807131280388978 refer+0.043111831442463534 respons+0.07747163695299839 step+0.038249594813614264 abov+0.07293354943273905 among+0.05607779578606159 constrain+0.07649918962722853 continu+0.0700162074554295 environ+0.06256077795786062 extract+0.04051863857374392 few+0.073257698541329 variabl+0.055105348460291734 global+0.07552674230145867 target+0.05834683954619125 captur+0.04700162074554295 electron+0.10145867098865478 end+0.04894651539708266 fast+0.06158833063209076 loss+0.06158833063209076 name+0.05089141004862237 spectrum+0.0833063209076175 total+0.05218800648298217 collect+0.0353322528363047 precis+0.04829821717990276 regim+0.0813614262560778 signal+0.07682333873581848 vari+0.07585089141004862 becaus+0.06385737439222042 employ+0.04894651539708266 layer+0.08363047001620745 mode+0.07390599675850891 shown+0.06094003241491086 wave+0.08816855753646677 behavior+0.05640194489465154 common+0.041815235008103725 uniqu+0.04343598055105349 select+0.03792544570502431 survey+0.03760129659643436 systemat+0.051539708265802266 analys+0.06547811993517018 conduct+0.05348460291734198 log+0.032090761750405185 reli+0.033387358184764994 success+0.041815235008103725 whose+0.04764991896272285 doe+0.046677471636952995 element+0.011669367909238249 pair+0.050243111831442464 along+0.04116693679092383 self+0.09141004862236629 four+0.06418152350081037 help+0.0460291734197731 less+0.07390599675850891 relev+0.04829821717990276 boundari+0.0593192868719611 degre+0.06256077795786062 finit+0.05089141004862237 maximum+0.06645056726094004 fundament+0.0580226904376013 literatur+0.05413290113452188 goal+0.0366288492706645 play+0.06061588330632091 role+0.08978930307941653 flow+0.14521880064829823 express+0.039546191247974066 robust+0.05445705024311183 suffici+0.05737439222042139 would+0.04829821717990276 certain+0.04149108589951377 involv+0.05575364667747164 exploit+0.033711507293354946 project+0.05348460291734198 spin+0.0593192868719611 channel+0.050243111831442464 full+0.06353322528363047 sinc+0.06871961102106969 symmetri+0.05089141004862237 vector+0.04343598055105349 adapt+0.04116693679092383 valid+0.057698541329011345 area+0.05672609400324149 edg+0.04764991896272285 interpret+0.08233387358184766 qualiti+0.03241491085899514 furthermor+0.06450567260940032 much+0.0580226904376013 weight+0.038573743922204216 moreov+0.06418152350081037 exact+0.04505672609400324 perturb+0.045705024311183146 across+0.06450567260940032 product+0.0706645056726094 cross+0.05316045380875203 gap+0.041815235008103725 nois+0.043111831442463534 assumpt+0.03987034035656402 futur+0.06807131280388978 sequenc+0.03176661264181523 question+0.03565640194489465 classif+0.03144246353322528 often+0.06709886547811994 analyt+0.07034035656401945 util+0.011345218800648298 free+0.013614262560777957 domain+0.040842787682333875 fix+0.03792544570502431 rm+0.07617504051863858 scheme+0.038249594813614264 altern+0.03760129659643436 capabl+0.034683954619124796 key+0.01393841166936791 dimens+0.03889789303079417 cost+0.044084278768233384 address+0.04278768233387358 explicit+0.04116693679092383 represent+0.03403565640194489 access+0.029497568881685577 strategi+0.03079416531604538 knowledg+0.02787682333873582 formul+0.03889789303079417 machin+0.03306320907617504 open+0.029497568881685577 zero+0.0032414910858995136 world+0.029821717990275526 graph+0.02560777957860616 practic+0.034359805510534844 matrix+0.03176661264181523 transform+0.039546191247974066 art+0.005186385737439222 user+0.022690437601296597 communic+0.02139384116693679 neural+0.03792544570502431 
CLASS11:around+0.044274809160305344 band+0.0061068702290076335 channel+0.07938931297709924 common+0.07022900763358779 confirm+0.04618320610687023 emiss+0.017938931297709924 equival+0.03358778625954199 few+0.0751908396946565 galaxi+0.0030534351145038168 impli+0.029770992366412213 major+0.07213740458015268 optic+0.04007633587786259 orbit+0.03282442748091603 popul+0.06068702290076336 report+0.08549618320610687 select+0.5461832061068702 stellar+0.012595419847328244 typic+0.08396946564885496 util+0.5988549618320611 year+0.06793893129770992 affect+0.05267175572519084 exhibit+0.05916030534351145 explain+0.042366412213740455 full+0.059541984732824425 futur+0.0950381679389313 induc+0.04923664122137405 radiat+0.017557251908396947 regim+0.03816793893129771 rotat+0.023282442748091603 systemat+0.05458015267175573 therefor+0.07786259541984733 transfer+0.05648854961832061 vari+0.0633587786259542 variabl+0.07061068702290077 variat+0.0583969465648855 caus+0.07290076335877863 constant+0.05534351145038168 frequenc+0.06908396946564886 furthermor+0.10152671755725191 period+0.05648854961832061 qualiti+0.09122137404580152 ray+0.029389312977099236 robust+0.09427480916030534 sim+0.024045801526717557 spin+0.030916030534351144 weight+0.06259541984732825 analys+0.04198473282442748 cannot+0.04083969465648855 comparison+0.0648854961832061 continu+0.08206106870229007 fit+0.05152671755725191 interpret+0.06450381679389312 light+0.057633587786259544 locat+0.06030534351145038 magnet+0.04351145038167939 search+0.06717557251908397 sensit+0.083206106870229 sinc+0.0717557251908397 veloc+0.020229007633587787 behavior+0.09045801526717558 context+0.07290076335877863 critic+0.08473282442748091 evid+0.037022900763358776 fundament+0.06984732824427481 matter+0.022137404580152672 moreov+0.09923664122137404 reach+0.04770992366412214 tool+0.08969465648854962 univers+0.04580152671755725 valid+0.1064885496183206 cluster+0.05076335877862596 complet+0.06526717557251908 core+0.0450381679389313 ii+0.05267175572519084 infer+0.07022900763358779 literatur+0.08702290076335878 reveal+0.08435114503816794 spectral+0.035114503816793895 support+0.09961832061068703 wave+0.03549618320610687 abl+0.0717557251908397 abov+0.04541984732824427 capabl+0.08549618320610687 certain+0.0633587786259542 employ+0.0916030534351145 open+0.04618320610687023 sequenc+0.04770992366412214 weak+0.04045801526717557 becaus+0.07099236641221374 domin+0.03358778625954199 electron+0.056106870229007635 fraction+0.04312977099236641 impact+0.07404580152671755 less+0.05801526717557252 part+0.07900763358778626 symmetri+0.025572519083969465 after+0.07442748091603053 distanc+0.06564885496183206 formul+0.08244274809160305 gap+0.04389312977099236 good+0.04389312977099236 larger+0.04770992366412214 resolut+0.05725190839694656 survey+0.02251908396946565 toward+0.07251908396946564 emerg+0.07862595419847328 establish+0.08091603053435115 occur+0.03625954198473282 constrain+0.042366412213740455 decreas+0.048473282442748095 match+0.05076335877862596 minim+0.10877862595419847 rm+0.012213740458015267 spectrum+0.02748091603053435 total+0.04007633587786259 altern+0.07557251908396946 be+0.07022900763358779 fast+0.05877862595419847 nois+0.06679389312977099 signal+0.0950381679389313 suffici+0.056106870229007635 us+0.0683206106870229 account+0.0683206106870229 al+0.034732824427480914 magnitud+0.04198473282442748 code+0.06870229007633588 detail+0.07366412213740459 enhanc+0.09045801526717558 four+0.05114503816793893 presenc+0.04618320610687023 simultan+0.06946564885496183 success+0.08969465648854962 correct+0.01603053435114504 doe+0.0549618320610687 gas+0.011450381679389313 pair+0.048091603053435114 separ+0.05114503816793893 target+0.10152671755725191 conduct+0.09236641221374046 fulli+0.07213740458015268 much+0.07022900763358779 still+0.06221374045801527 address+0.13587786259541984 communic+0.083206106870229 cross+0.04885496183206107 far+0.034732824427480914 issu+0.08854961832061069 maximum+0.05687022900763359 often+0.10229007633587786 particl+0.04465648854961832 precis+0.06526717557251908 reli+0.0683206106870229 uniqu+0.06221374045801527 whose+0.042748091603053436 across+0.09198473282442748 aris+0.042366412213740455 collect+0.0816793893129771 log+0.03549618320610687 role+0.05801526717557252 appear+0.035114503816793895 contain+0.08625954198473282 driven+0.06412213740458016 captur+0.0751908396946565 ground+0.04732824427480916 spatial+0.07366412213740459 spectra+0.020610687022900764 domain+0.10190839694656488 project+0.05152671755725191 respons+0.06564885496183206 classif+0.08625954198473282 yield+0.059923664122137406 area+0.06641221374045801 build+0.07748091603053435 cost+0.13282442748091602 goal+0.07404580152671755 materi+0.07022900763358779 product+0.06641221374045801 shape+0.027099236641221373 thermal+0.020229007633587787 converg+0.06908396946564886 degre+0.05877862595419847 massiv+0.02862595419847328 should+0.05801526717557252 assum+0.05381679389312977 practic+0.10763358778625955 question+0.05 relev+0.07290076335877863 least+0.050381679389312976 shown+0.0732824427480916 step+0.0816793893129771 environ+0.07099236641221374 strategi+0.12213740458015267 analyt+0.0633587786259542 fix+0.06183206106870229 global+0.06679389312977099 scenario+0.09732824427480916 self+0.05458015267175573 input+0.11106870229007633 loss+0.08282442748091604 probabl+0.07900763358778626 among+0.09122137404580152 either+0.06259541984732825 vector+0.06641221374045801 end+0.0881679389312977 flow+0.06603053435114503 perturb+0.03435114503816794 transform+0.057633587786259544 along+0.011450381679389313 express+0.06297709923664122 individu+0.09465648854961832 name+0.07709923664122137 adapt+0.08893129770992367 help+0.07480916030534351 refer+0.0683206106870229 contrast+0.06641221374045801 user+0.1301526717557252 world+0.1 although+0.06259541984732825 assumpt+0.04885496183206107 boundari+0.027099236641221373 would+0.0450381679389313 extract+0.0900763358778626 mode+0.04351145038167939 group+0.08702290076335878 pattern+0.0683206106870229 exact+0.044274809160305344 scheme+0.12595419847328243 access+0.08435114503816794 exploit+0.09618320610687023 neural+0.15190839694656488 machin+0.16106870229007633 represent+0.0881679389312977 whether+0.03778625954198473 involv+0.07099236641221374 layer+0.0767175572519084 play+0.04083969465648855 best+0.016793893129770993 edg+0.05419847328244275 knowledg+0.08702290076335878 art+0.023282442748091603 key+0.012213740458015267 matrix+0.056106870229007635 element+0.007251908396946565 explicit+0.052290076335877865 dimens+0.05152671755725191 finit+0.059541984732824425 free+0.007251908396946565 graph+0.06068702290076336 zero+0.004580152671755725 central+0.004580152671755725 
